,absolute_tidy_tweets,stopped_tweets,positive,negative,total,StSc,sentiment
2736,kung sa pharmacokinetics ay may absorption na nagaganap sa utak ko wala na pagod na po ako so much AcademicBreakNow chz,pharmacokinetics absorption nagaganap utak wala pagod po much academicbreaknow chz,0,-2,21,0.0,0
2739,nakakapagod yung orientation AcademicBreakNow,nakakapagod yung orientation academicbreaknow,0,0,4,0.0,0
2740,wala pa kaming schedule pero napapa AcademicBreakNow na ako agad,wala kaming schedule napapa academicbreaknow agad,0,0,10,0.0,0
2742,Orientation palng pagod nako AcademicBreak AcademicBreakNow,orientation palng pagod nako academicbreak academicbreaknow,0,0,6,0.0,0
2746,kakastart lang namin kahapon pero sobrang dami ng pinapagawa kaya AcademicBreakNow huhu,kakastart lang kahapon sobrang dami pinapagawa academicbreaknow huhu,1,0,12,1.0,1
2748,ikaw nga hindi makapagturo ng lampas isang subject tapos aasa ka na kaya namin lahat ng pinapagawa mo ano kami may powers pagod na ako agad AcademicBreakNow HAHSHSHAHAHAHAHAHAHA,nga makapagturo lampas subject tapos aasa pinapagawa mo powers pagod agad academicbreaknow hahshshahahahahahaha,1,-2,28,-0.3333333333333333,0
2750,my class won t end till pm pls i need AcademicBreakNow,class end till pm pls need academicbreaknow,1,0,11,1.0,1
2751,people should know that the hashtag academic break now is for univ students who need the rest not students who are just starting school bro AcademicBreakNow,people know hashtag academic break univ students need rest students starting school bro academicbreaknow,0,0,26,0.0,0
2752,st day of school palang pagod na aq sksksksks AcademicBreakNow,st day school palang pagod aq sksksksks academicbreaknow,0,0,10,0.0,0
2753,AcademicBreakNow sorry pagod na agad ako,academicbreaknow sorry pagod agad,0,-2,6,0.0,0
2755,orientation pa lang di ko na kaya AcademicBreakNow,orientation lang di academicbreaknow,1,0,8,1.0,1
2757,grabe orientation week palang pagod na ako AcademicBreakNow,grabe orientation week palang pagod academicbreaknow,0,0,8,0.0,0
2760,Nahilo na ko wala pa naman AcademicBreakNow,nahilo wala naman academicbreaknow,0,0,7,0.0,0
2761,nkakaputangina naman first day sampu assessments putanginamo usl AcademicBreakNow diko na kayang wala ka,nkakaputangina naman first day sampu assessments putanginamo usl academicbreaknow diko kayang wala,0,-2,14,0.0,0
2763,Hindi pa nag uumpisa yong school year pero pagod na ako AcademicBreakNow maawakayo Jk,nag uumpisa yong school year pagod academicbreaknow maawakayo jk,0,-2,14,0.0,0
2764,AcademicBreakNow Mag coconcert pa esbi wait lang paano na ako magpapaalam nito kawawa naman ako hindi ako papayagan WhereYouAtSB STANWORLD SB BackToSWSchool t co CEbfRgljnK,academicbreaknow mag coconcert esbi wait lang magpapaalam kawawa naman papayagan whereyouatsb stanworld sb backtoswschool co cebfrgljnk,0,0,25,0.0,0
2767,AcademicBreakNow nakakapagod na agad,academicbreaknow nakakapagod agad,0,0,4,0.0,0
2772,ayoko mag oral comm AcademicBreakNow,ayoko mag oral comm academicbreaknow,0,0,5,0.0,0
2774,Orientation pa lang pagod na ko AcademicBreakNow,orientation lang pagod academicbreaknow,0,0,7,0.0,0
2775,tangina orientation palang pagod na ako academicbreaknow,tangina orientation palang pagod academicbreaknow,0,-2,7,0.0,0
2776,Bat naman ako ma eexcite sa ftf kung walang kokorner sakin sa locker diba AcademicBreakNow,bat naman eexcite ftf kokorner sakin locker diba academicbreaknow,0,0,15,0.0,0
2779,our nd day of class palang we already have a shitload of reading to do na AcademicBreakNow HAHA xd,nd day class palang already shitload reading academicbreaknow haha xd,1,0,19,1.0,1
2781,pagod na pagod na ho kasi ako AcademicBreakNow,pagod pagod ho kasi academicbreaknow,0,-2,8,0.0,0
2785,why is AcademicBreakNow still trending ppl are using it for the wrong reason,academicbreaknow still trending ppl using wrong reason,0,0,13,0.0,0
2791,no but fr i can also already foresee myself being tired TT AcademicBreakNow,fr also already foresee tired tt academicbreaknow,0,0,13,0.0,0
2793,wag nyo pong gawing joke po to esp sa mga college students na month lang ang break AcademicBreakNow t co tIoM hRtP,wag nyo pong gawing joke po esp college students month lang break academicbreaknow co tiom hrtp,0,-2,22,0.0,0
2794,Di pa nagsisimula yung class ko today pagod na ako Kaya AcademicBreakNow HAHAHAHAHAHA,di nagsisimula yung class today pagod academicbreaknow hahahahahaha,0,0,13,0.0,0
2795,people are using the AcademicBreakNow wrong,people using academicbreaknow wrong,0,0,6,0.0,0
2799,tangina whole day agad AcademicBreakNow,tangina whole day agad academicbreaknow,0,0,5,0.0,0
2801,sa pa pasok namin AcademicBreakNow t co Acff IE,pasok academicbreaknow co acff ie,0,0,9,0.0,0
2802,Orientation palang pagod na ako AcademicBreakNow,orientation palang pagod academicbreaknow,0,0,6,0.0,0
2804,AcademicBreakNow is only for college students who are completely tired frustrated amp burnout with their school study loads stop using this just bcs u think kakastart palang ng class niyo lol,academicbreaknow college students completely tired frustrated amp burnout school study loads stop using bcs u think kakastart palang class niyo lol,0,-2,31,0.0,0
2806,AcademicBreakNow imagine we just ended our summer term last week and this week is our enrollment week while next week is our first week for next academic year im just tired bru,academicbreaknow imagine ended summer term last week week enrollment week next week first week next academic year im tired bru,0,0,32,0.0,0
2807,AcademicBreakNow should be trend naman talaga u know why kasi p t ng n literal na wala pa kaming bakasyon and here i am planning not to enroll for the next academic year coz im dead already,academicbreaknow trend naman talaga u know kasi p n literal wala kaming bakasyon planning enroll next academic year coz im dead already,1,-2,37,-0.3333333333333333,0
2809,Ganito nalang yung gustong mag aral aral Angbayaw eh di huwag AcademicBreakNow,ganito nalang yung gustong mag aral aral angbayaw eh di academicbreaknow,2,0,12,1.0,1
2812,Academics usually have it rough but more so do the postgraduate students they work with Check out an article about the great work our association is doing for our University postgrad AcademicBreakNow Link here gt t co I OpXPtT C t co YYfp VWWja,academics usually rough postgraduate students work check article great work association university postgrad academicbreaknow link gt co opxptt c co yyfp vwwja,3,0,44,0.5,1
2813,Trending today on Twitter Darna BackToSWSchool lasting love donbelle AcademicBreakNow isoldoutangyugyeomcon,trending today twitter darna backtoswschool lasting love donbelle academicbreaknow isoldoutangyugyeomcon,1,0,11,1.0,1
2814,AcademicBreakNow sorry enrolment palang gikapoy nako,academicbreaknow sorry enrolment palang gikapoy nako,0,0,6,0.0,0
2816,Bukas na pala papasok pwede ba wag na ha AcademicBreakNow joke lang,bukas pala papasok pwede ba wag ha academicbreaknow joke lang,0,-2,12,0.0,0
2817,second week q pa lang pagod na q so much AcademicBreakNow na tlg,second week q lang pagod q much academicbreaknow tlg,0,0,13,0.0,0
2818,Sa pamimili palang ng gamit pagod na AcademicBreakNow,pamimili palang gamit pagod academicbreaknow,0,0,8,0.0,0
2819,What the fuck AcademicBreakNow na naman Absurd,fuck academicbreaknow naman absurd,0,0,7,0.0,0
2820,pagod na pagod nako maghintay AcademicBreakNow t co qbkWiS q G,pagod pagod nako maghintay academicbreaknow co qbkwis q g,0,-2,11,0.0,0
2821,Ito ang consequence ng yrs of blended un learning wala nag alam nga students kundi AcademicBreakNow,consequence yrs blended un learning wala nag alam nga students kundi academicbreaknow,0,-2,16,0.0,0
2822,Diosko AcademicBreakNow na naman So whiny Kung gusto nyo break wag muna mag enroll pero yung gustong mag enroll wag nyo pigilan,diosko academicbreaknow naman whiny nyo break wag muna mag enroll yung gustong mag enroll wag nyo pigilan,1,-2,22,-0.3333333333333333,0
2824,HEALTH IS WEALTH also PREVENTION IS BETTER THAN CURE Good Morning to everyone and have a nice day Wellness Darna BackToSWSchool academicbreaknow,health wealth also prevention better cure good morning everyone nice day wellness darna backtoswschool academicbreaknow,2,0,22,1.0,1
2825,What do you do with medications that have not been used or are out of date It s important to dispose of unused or expired medicines properly to prevent them from harming your loved ones Wellness Darna BackToSWSchool academicbreaknow t co nJXEtray Z,medications used date important dispose unused expired medicines properly prevent harming loved ones wellness darna backtoswschool academicbreaknow co njxetray z,3,0,43,0.5,1
2826,kaka start lang ng classes tapos magdedemand ng AcademicBreakNow mga batang apog kung nahihirapan kayo di wag na kayo mag aral mag tiktok nalang kayo everyday,kaka start lang classes tapos magdedemand academicbreaknow batang apog nahihirapan kayo di wag kayo mag aral mag tiktok nalang kayo everyday,1,0,26,1.0,1
2827,What do you do with medications that have not been used or are out of date It s important to dispose of unused or expired medicines properly to prevent them from harming your loved ones Wellness Darna BackToSWSchool academicbreaknow t co ytb XC k,medications used date important dispose unused expired medicines properly prevent harming loved ones wellness darna backtoswschool academicbreaknow co ytb xc k,3,0,44,0.5,1
2829,Do you like being the last one in lab AcademicChatter AcademicBreakNow,like last one lab academicchatter academicbreaknow,1,0,11,1.0,1
2834,Don t ever use AcademicBreakNow if your sole purpose is to make fun of it Or hindi pa kayo stressed pero stressed sa st day Wag na lang kayo mag aral kung ganyan ang mindset sayang lang tuition niyo Please Stop Making It Trend,ever use academicbreaknow sole purpose make fun kayo stressed stressed st day wag lang kayo mag aral ganyan mindset sayang lang tuition niyo please stop making trend,2,0,44,0.3333333333333333,1
2836,kenyaelections AcademicBreakNow Good night t co a gz MM,kenyaelections academicbreaknow good night co gz mm,1,0,9,1.0,1
2837,If you are a graduate looking for opportunities join this group now t co eUilHdVRBP opportunity graduate school AcademicBreakNow Asuuwhy ASUU,graduate looking opportunities join group co euilhdvrbp opportunity graduate school academicbreaknow asuuwhy asuu,1,0,21,1.0,1
2841,People from out of London can t call Londoners broke have you seen the extortion we have to deal with everyday kenyaelections thunderstorms mufc AcademicBreakNow,people london call londoners broke seen extortion deal everyday kenyaelections thunderstorms mufc academicbreaknow,0,-2,25,0.0,0
2844,t co uEvq CmAJN please help raise money for my family Our power will be turned off tomorrow and we are in desperate need of money kenyaelections ShehnaazGill KenyanElection thunderstorms mufc AcademicBreakNow,co uevq cmajn please help raise money family power turned tomorrow desperate need money kenyaelections shehnaazgill kenyanelection thunderstorms mufc academicbreaknow,0,0,32,0.0,0
2846,BTC HEX KenyanElection mufc AcademicBreakNow thunderstorms get rich watching this t co VlhKPcPPWi,btc hex kenyanelection mufc academicbreaknow thunderstorms get rich watching co vlhkpcppwi,1,0,13,1.0,1
2852,I just make traditional hiphop fawk all the extra manic shit t co LiC yUrgX tap in thunderstorms AcademicBreakNow ShehnaazGill DarnaTheTVSeries rain Mondayvibes hiphop wtfhappenedin AimHigher love art viral raw wwe,make traditional hiphop fawk extra manic shit co lic yurgx tap thunderstorms academicbreaknow shehnaazgill darnathetvseries rain mondayvibes hiphop wtfhappenedin aimhigher love art viral raw wwe,1,-2,31,-0.3333333333333333,0
2860,We are weeks today If you would like to get me or the baby anything here s our baby registry Check out my Amazon Baby Registry t co Ualkyg xI pregnantnsfw pregnancy babyregistry babyonboard preggobelly Biden AcademicBreakNow t co ygew fVpw,weeks today would like get baby anything baby registry check amazon baby registry co ualkyg xi pregnantnsfw pregnancy babyregistry babyonboard preggobelly biden academicbreaknow co ygew fvpw,1,0,41,1.0,1
2867,All you need to secure a bright future for yourself is a bag of Marvin This project has awesome utilities and it is backed by an experienced team bnb EthereumClassic luna Crypto BTC MarvinInu AcademicBreakNow Mondayvibes wtfhappenedin t co TvwWnEGCq,need secure bright future bag marvin project awesome utilities backed experienced team bnb ethereumclassic luna crypto btc marvininu academicbreaknow mondayvibes wtfhappenedin co tvwwnegcq,5,0,40,1.0,1
2868,No memecoin like marvin that s for sure marvinauts the best community ever marvin marvin MarvinArmy bnb bsc xgem ethereum Crypto Bitcoin AcademicBreakNow t co aiPlvwPiH,memecoin like marvin sure marvinauts best community ever marvin marvin marvinarmy bnb bsc xgem ethereum crypto bitcoin academicbreaknow co aiplvwpih,2,0,26,1.0,1
2870,These curious people won t even let you take a bath alone National Geographic AcademicBreakNow Mondayvibes funny t co uKijlDGP O,curious people even let take bath alone national geographic academicbreaknow mondayvibes funny co ukijldgp,2,0,21,0.3333333333333333,1
2871,In Tokyo a Danimation dog of the Akita Inu breed appeared on a billboard opposite the monument to the well known Hachiko National Geographic kenyaelections amazing BreakingNews AcademicBreakNow mufc Mondayvibes Japan t co z Ufv d r,tokyo danimation dog akita inu breed appeared billboard opposite monument well known hachiko national geographic kenyaelections amazing breakingnews academicbreaknow mufc mondayvibes japan co z ufv r,4,0,37,1.0,1
2872,This uniquely Designed skirt gives you an amazing feeling It s Elegance at it s peak girl Girls mufc skirt skirts LALISA AcademicBreakNow Mondayvibes ocean BlueOcean design designs t co HwMr tpK,uniquely designed skirt gives amazing feeling elegance peak girl girls mufc skirt skirts lalisa academicbreaknow mondayvibes ocean blueocean design designs co hwmr tpk,1,0,32,1.0,1
2874,Why is AcademicBreakNow a trend,academicbreaknow trend,1,0,5,1.0,1
2877,Don t let others tell you what you can t do Don t let the limitations of others limit your vision If you can remove your self doubt and believe in yourself you can achieve what you never thought possible AcademicBreakNow kollypzeeynostress t co t zjUiEpe,let others tell let limitations others limit vision remove self doubt believe achieve never thought possible academicbreaknow kollypzeeynostress co zjuiepe,0,-3,46,0.0,0
2879,Very simpol first lady Last month naman nasa singapore for her dental check up Simpol lang Liza Araneta Marcos Jr Trixie Cruz Anyare Donnalyn Darna Iza Calzado NadineLustre AcademicBreakNow t co U wCQshUD,simpol first lady last month naman nasa singapore dental check simpol lang liza araneta marcos jr trixie cruz anyare donnalyn darna iza calzado nadinelustre academicbreaknow co u wcqshud,0,0,33,0.0,0
2881,AcademicBreakNow Kami na dipa nag ka klase t co E RuUqaFYC,academicbreaknow dipa nag klase co e ruuqafyc,0,0,11,0.0,0
2882,academicbreaknow pls ayoko n tumunganga at magintay s cvsu hahahha,academicbreaknow pls ayoko n tumunganga magintay cvsu hahahha,0,0,10,0.0,0
2883,my God new gen students why this AcademicBreakNow affects on you just enjoy your college HS elem lifes cause if you already an adult you will know how hard the life is Your life as a human is not even started yet wala pa kayo sa exciting part kumbaga,god new gen students academicbreaknow affects enjoy college hs elem lifes cause already adult know hard life life human even started yet wala kayo exciting part kumbaga,3,-2,49,0.2,1
2887,ndi pako nag gloglo up ma iistress nanaman AcademicBreakNow,ndi pako nag gloglo iistress nanaman academicbreaknow,0,0,9,0.0,0
2888,I think making AcademicBreakNow to trend is improper especially if it s just for clout I mean yes every students deserves an academic break but I think it s not yet time to ask for it,think making academicbreaknow trend improper especially clout mean yes every students deserves academic break think yet time ask,0,-2,36,0.0,0
2889,Ikalma nyo next week pa pasok namin AcademicBreakNow,ikalma nyo next week pasok academicbreaknow,0,0,8,0.0,0
2890,AcademicBreakNow na talaga,academicbreaknow talaga,1,0,3,1.0,1
2892,Yow why is AcademicBreakNow a trend hahaha,yow academicbreaknow trend hahaha,1,0,7,1.0,1
2894,I opened twitter and saw that AcademicBreakNow is trending Found out na yung iba for the sake lang na magamit siya Hopefully those who did that would understand how difficult and complicated it is to actually ask for it to the point na hindi mo gagawing for clout lang yan,opened twitter saw academicbreaknow trending found yung sake lang magamit hopefully would understand difficult complicated actually ask point mo gagawing clout lang yan,1,-3,50,-0.5,0
2895,AcademicBreakNow is for college students hindi para sa mga STUDENTS below COLLEGE LEVEL na UNANG LINGGO PA LANG NG PASUKAN PAHINGA NA AGAD GUSTO BEH wag pa halatang tamad,academicbreaknow college students students college level unang linggo lang pasukan pahinga agad beh wag halatang tamad,0,-2,29,0.0,0
2896,Di pa nag sisimula f f namin pagod na ako AcademicBreakNow,di nag sisimula f f pagod academicbreaknow,0,-2,11,0.0,0
2900,kaka start palang ng nd year college journey ko and I agree po AcademicBreakNow pagod na ako agad,kaka start palang nd year college journey agree po academicbreaknow pagod agad,0,0,18,0.0,0
